Country 	State 	District 	Tehsil 	Village 	Pin code	Lat	Long 
LK	Southern Province	34	Hambantota	Katuwana	82500	6.2683	80.6971
LK	Southern Province	34	Hambantota	Uda Gomadiya	82504	6.2683	80.6971
LK	Southern Province	34	Hambantota	Kirama	82550	6.2098	80.6632
LK	Southern Province	34	Hambantota	Rammalawarapitiya	82554	6.2098	80.6632
LK	Southern Province	34	Hambantota	Gangulandeniya	82586	6.2833	80.7182
LK	Southern Province	34	Hambantota	Tissamaharama	82600	6.2765	81.2865
LK	Southern Province	34	Hambantota	Gonagamuwa Uduwila	82602	6.2466	81.2933
LK	Southern Province	34	Hambantota	Magama	82608	6.2167	81.3
LK	Southern Province	34	Hambantota	Ranakeliya	82612	6.2187	81.322
LK	Southern Province	34	Hambantota	Kirinda	82614	6.2186	81.3256
LK	Southern Province	34	Hambantota	Weerawila NewTown	82615	6.2782	81.2872
LK	Southern Province	34	Hambantota	Beralihela	82618	6.3391	81.2571
LK	Southern Province	34	Hambantota	Ellagala	82619	6.3362	81.2441
LK	Southern Province	34	Hambantota	Kawantissapura	82622	6.2908	81.2463
LK	Southern Province	34	Hambantota	Weerawila	82632	6.2594	81.2164
LK	Southern Province	34	Hambantota	Lunugamwehera	82634	6.3434	81.2001
LK	Southern Province	34	Hambantota	Padawkema	82636	6.3599	81.1778
LK	Southern Province	34	Hambantota	Udamattala	82638	6.3391	81.1337
LK	Southern Province	34	Matara	Matara	81000	5.9485	80.5353
LK	Southern Province	34	Matara	Naimana	81017	6.0249	80.5641
LK	Southern Province	34	Matara	Kekanadurra	81020	6.0249	80.5641
LK	Southern Province	34	Matara	Ratmale	81030	5.9667	80.65
LK	Southern Province	34	Matara	Aparekka	81032	6	80.6
LK	Southern Province	34	Matara	Yatiyana	81034	6.0333	80.6
LK	Southern Province	34	Matara	Diyagaha	81038	5.9833	80.5667
LK	Southern Province	34	Matara	Palatuwa	81050	5.9833	80.5167
LK	Southern Province	34	Matara	Sultanagoda	81051	5.9667	80.5
LK	Southern Province	34	Matara	Telijjawila	81060	6.0249	80.5641
LK	Southern Province	34	Matara	Ransegoda	81064	6.0249	80.5641
LK	Southern Province	34	Matara	Makandura	81070	6.1368	80.5568
LK	Southern Province	34	Matara	Mulatiyana Junction	81071	6.1919	80.5697
LK	Southern Province	34	Matara	Gomilamawarala	81072	6.1919	80.5697
LK	Southern Province	34	Matara	Rotumba	81074	6.2469	80.5826
LK	Southern Province	34	Matara	Karagoda Uyangoda	81082	6.0249	80.5641
LK	Southern Province	34	Matara	Nadugala	81092	5.9833	80.5333
LK	Southern Province	34	Matara	Kamburupitiya	81100	6.0833	80.5667
LK	Southern Province	34	Matara	Karaputugala	81106	6.0833	80.6
LK	Southern Province	34	Matara	Horapawita	81108	6.1069	80.5866
LK	Southern Province	34	Matara	Devinuwara (Dondra)	81160	5.9319	80.6069
LK	Southern Province	34	Matara	Gandara	81170	5.9333	80.6
LK	Southern Province	34	Matara	Kottegoda	81180	6.0278	80.592
LK	Southern Province	34	Matara	Dikwella	81200	5.9667	80.6833
LK	Southern Province	34	Matara	Walasgala	81220	5.9911	80.7019
LK	Southern Province	34	Matara	Urugamuwa	81230	6.0116	80.6437
LK	Southern Province	34	Matara	Thihagoda	81280	6.0167	80.5667
LK	Southern Province	34	Matara	Puhulwella	81290	6.05	80.6167
LK	Southern Province	34	Matara	Walakanda	81294	6.0333	80.65
LK	Southern Province	34	Matara	Hakmana	81300	6.0836	80.6445
LK	Southern Province	34	Matara	Narawelpita	81302	6.0836	80.6445
LK	Southern Province	34	Matara	Miella	81312	6.1175	80.6797
LK	Southern Province	34	Matara	Denagama	81314	6.1146	80.6606
LK	Southern Province	34	Matara	Radawela	81316	6.1337	80.6142
LK	Southern Province	34	Matara	Karatota	81318	6.0667	80.6667
LK	Southern Province	34	Matara	Deiyandara	81320	6.1446	80.5978
LK	Southern Province	34	Matara	Parapamulla	81322	6.1596	80.6211
LK	Southern Province	34	Matara	Handugala	81326	6.1895	80.6193
LK	Southern Province	34	Matara	Akuressa	81400	6.1007	80.4693
LK	Southern Province	34	Matara	Athuraliya	81402	6.1083	80.4884
LK	Southern Province	34	Matara	Wilpita	81404	6.1041	80.5134
LK	Southern Province	34	Matara	Godapitiya	81408	6.1201	80.4825
LK	Southern Province	34	Matara	Bopagoda	81412	6.1564	80.4872
LK	Southern Province	34	Matara	Urumutta	81414	6.1563	80.5151
LK	Southern Province	34	Matara	Maramba	81416	6.1563	80.5011
LK	Southern Province	34	Matara	Diyalape	81422	6.1215	80.4552
LK	Southern Province	34	Matara	Maliduwa	81424	6.1252	80.4069
LK	Southern Province	34	Matara	Pitabeddara	81450	6.2014	80.4593
LK	Southern Province	34	Matara	Deegala Lenama	81452	6.2223	80.465
LK	Southern Province	34	Matara	Derangala	81454	6.2432	80.4706
LK	Southern Province	34	Matara	Kiriwelkele	81456	6.2223	80.465
LK	Southern Province	34	Matara	Siyambalagoda	81462	6.0667	80.7667
LK	Southern Province	34	Matara	Morawaka	81470	6.2594	80.4889
LK	Southern Province	34	Matara	Pahala Millawa	81472	6.297	80.469
LK	Southern Province	34	Matara	Paragala	81474	6.2328	80.5321
LK	Southern Province	34	Matara	Alapaladeniya	81475	6.2738	80.4557
LK	Southern Province	34	Matara	Dellawa	81477	6.3355	80.4488
LK	Southern Province	34	Matara	Kalubowitiyana	81478	6.3167	80.4
LK	Southern Province	34	Matara	Waralla	81479	6.2739	80.5333
LK	Southern Province	34	Matara	Kotapola	81480	6.296	80.5421
LK	Southern Province	34	Matara	Deniyaya	81500	6.3461	80.5515
LK	Southern Province	34	Matara	Viharahena	81508	6.3664	80.5903
LK	Southern Province	34	Matara	Kiriweldola	81514	6.3679	80.5306
LK	Southern Province	34	Matara	Kolawenigama	81522	6.3235	80.5101
LK	Southern Province	34	Matara	Mediripitiya	81524	6.3392	80.4921
LK	Southern Province	34	Matara	Lankagama	81526	6.355	80.4742
LK	Southern Province	34	Matara	Moragala Kirillapone	81532	6.2886	80.5975
LK	Southern Province	34	Matara	Pothdeniya	81538	6.2886	80.5975
LK	Southern Province	34	Matara	Beralapanathara	81541	6.3412	80.5424
LK	Southern Province	34	Matara	Urubokka	81600	6.3041	80.6312
LK	Southern Province	34	Matara	Dampahala	81612	6.2717	80.631
LK	Southern Province	34	Matara	Bengamuwa	81614	6.2592	80.6012
LK	Southern Province	34	Matara	Pasgoda	81615	6.2654	80.6161
LK	Southern Province	34	Matara	Weligama	81700	5.975	80.4297
LK	Southern Province	34	Matara	Penetiyana	81722	6.0333	80.45
LK	Southern Province	34	Matara	Denipitiya	81730	5.9667	80.45
LK	Southern Province	34	Matara	Mirissa	81740	5.9333	80.45
LK	Southern Province	34	Matara	Kamburugamuwa	81750	5.9486	80.5006
LK	Province of Uva	35	Badulla	Badulla	90000	6.9895	81.0557
LK	Province of Uva	35	Badulla	Soranatota	90008	7.0331	81.0508
LK	Province of Uva	35	Badulla	Timbirigaspitiya	90012	7.0195	81.0672
LK	Province of Uva	35	Badulla	Egodawela	90013	7.065	81.0619
LK	Province of Uva	35	Badulla	Taldena	90014	7.0956	81.0479
LK	Province of Uva	35	Badulla	Meegahakiula	90015	7.0866	81.0689
LK	Province of Uva	35	Badulla	Ketawatta	90016	7.094	81.0912
LK	Province of Uva	35	Badulla	Arawa	90017	7.1591	81.0761
LK	Province of Uva	35	Badulla	Baduluoya	90019	7.0866	81.0689
LK	Province of Uva	35	Badulla	Kandaketya	90020	7.1089	81.0089
LK	Province of Uva	35	Badulla	Maliyadda	90022	7.1089	81.0089
LK	Province of Uva	35	Badulla	Rilpola	90026	7.1089	81.0089
LK	Province of Uva	35	Badulla	Spring Valley	90028	7.1089	81.0089
LK	Province of Uva	35	Badulla	Wineethagama	90034	7.0057	81.0533
LK	Province of Uva	35	Badulla	Nelumgama	90042	7.0053	81.0743
LK	Province of Uva	35	Badulla	Sirimalgoda	90044	7.0031	81.0829
LK	Province of Uva	35	Badulla	Kuttiyagolla	90046	7.0214	81.0879
LK	Province of Uva	35	Badulla	Kendagolla	90048	6.9977	81.1086
LK	Province of Uva	35	Badulla	Kahataruppa	90052	7.0333	81.1167
LK	Province of Uva	35	Badulla	Hali Ela	90060	6.9536	81.0299
LK	Province of Uva	35	Badulla	Uva Uduwara	90061	7.0218	80.9957
LK	Province of Uva	35	Badulla	Uva Deegalla	90062	7.0218	80.9957
LK	Province of Uva	35	Badulla	Jangulla	90063	7.0218	80.9957
LK	Province of Uva	35	Badulla	Narangala	90064	7.0218	80.9957
LK	Province of Uva	35	Badulla	Galauda	90065	7.034	80.9861
LK	Province of Uva	35	Badulla	Beramada	90066	7.0544	80.9785
LK	Province of Uva	35	Badulla	Godunna	90067	7.0691	80.9803
LK	Province of Uva	35	Badulla	Landewela	90068	6.9977	81.0039
LK	Province of Uva	35	Badulla	Kandegedara	90070	7.0276	81.0339
LK	Province of Uva	35	Badulla	Pathanewatta	90071	7.0276	81.0339
LK	Province of Uva	35	Badulla	Tennepanguwa	90072	7.0276	81.0339
LK	Province of Uva	35	Badulla	Demodara	90080	6.9002	81.0555
LK	Province of Uva	35	Badulla	Gawarawela	90082	6.9	81.0639
LK	Province of Uva	35	Badulla	Ella	90090	6.8756	81.0463
LK	Province of Uva	35	Badulla	Uva Karandagolla	90091	6.8336	81.0705
LK	Province of Uva	35	Badulla	Ballaketuwa	90092	6.8667	81.1
LK	Province of Uva	35	Badulla	Helapupula	90094	6.8586	81.0723
LK	Province of Uva	35	Badulla	Bandarawela	90100	6.8334	80.9853
LK	Province of Uva	35	Badulla	Kebillawela	90102	6.811	80.9962
LK	Province of Uva	35	Badulla	Dulgolla	90104	7.2388	80.7293
LK	Province of Uva	35	Badulla	Liyangahawela	90106	6.9251	80.9389
LK	Province of Uva	35	Badulla	Ambadandegama	90108	6.8173	81.0448
LK	Province of Uva	35	Badulla	Heeloya	90112	6.8447	81.0199
LK	Province of Uva	35	Badulla	Makulella	90114	6.8447	81.0199
LK	Province of Uva	35	Badulla	Helahalpe	90122	6.8885	81.0357
LK	Province of Uva	35	Badulla	Diganatenna	90132	6.8667	80.9667
LK	Province of Uva	35	Badulla	Mirahawatta	90134	6.8718	80.9445
LK	Province of Uva	35	Badulla	Pattiyagedara	90138	6.8751	80.979
LK	Province of Uva	35	Badulla	Ettampitiya	90140	6.9387	80.9717
LK	Province of Uva	35	Badulla	Diyatalawa	90150	6.8007	80.9546
LK	Province of Uva	35	Badulla	Haputale	90160	6.7681	80.9595
LK	Province of Uva	35	Badulla	Ratkarawwa	90164	6.8	80.9167
LK	Province of Uva	35	Badulla	Nikapotha	90165	6.7333	80.9667
LK	Province of Uva	35	Badulla	Akkarasiyaya	90166	6.7797	80.9208
LK	Province of Uva	35	Badulla	Ohiya	90168	6.8173	80.8403
LK	Province of Uva	35	Badulla	Boralanda	90170	6.827	80.894
LK	Province of Uva	35	Badulla	Pitapola	90171	6.8097	80.893
LK	Province of Uva	35	Badulla	Haldummulla	90180	6.7603	80.8844
LK	Province of Uva	35	Badulla	Soragune	90183	6.8294	80.8806
LK	Province of Uva	35	Badulla	Kiriwanagama	90184	6.9682	80.9118
LK	Province of Uva	35	Badulla	Kalupahana	90186	6.7596	80.8455
LK	Province of Uva	35	Badulla	Uva Tenna	90188	6.8294	80.8806
LK	Province of Uva	35	Badulla	Koslanda	90190	6.7434	81.0189
LK	Province of Uva	35	Badulla	Uva Mawelagama	90192	6.7434	81.0189
LK	Province of Uva	35	Badulla	Welimada	90200	6.9044	80.9044
LK	Province of Uva	35	Badulla	Amunumulla	90204	6.8664	80.9084
LK	Province of Uva	35	Badulla	Galedanda	90206	6.8258	80.9291
LK	Province of Uva	35	Badulla	Gurutalawa	90208	6.8362	80.9122
LK	Province of Uva	35	Badulla	Puhulpola	90212	6.9028	80.9238
LK	Province of Uva	35	Badulla	Dikkapitiya	90214	6.7422	80.9733
LK	Province of Uva	35	Badulla	Nugatalawa	90216	6.8994	80.8806
LK	Province of Uva	35	Badulla	Medawela Udukinda	90218	6.8481	80.9259
LK	Province of Uva	35	Badulla	Perawella	90222	6.9378	80.8389
LK	Province of Uva	35	Badulla	Hangunnawa	90224	6.9513	80.8729
LK	Province of Uva	35	Badulla	Uduhawara	90226	6.9667	80.8667
LK	Province of Uva	35	Badulla	Uvaparanagama	90230	6.8833	80.901
LK	Province of Uva	35	Badulla	Ambagasdowa	90300	6.9232	80.8936
LK	Province of Uva	35	Badulla	Bowela	90302	6.95	80.9333
LK	Province of Uva	35	Badulla	Lunuwatta	90310	6.9334	80.9006
LK	Province of Uva	35	Badulla	Bambarapana	90322	7.0032	80.9678
LK	Province of Uva	35	Badulla	Dimbulana	90324	7	80.95
LK	Province of Uva	35	Badulla	Ambagahawatta	90326	7.0167	80.9551
LK	Province of Uva	35	Badulla	Maspanna	90328	7.0167	80.95
LK	Province of Uva	35	Badulla	Yalagamuwa	90329	7.0469	80.9525
LK	Province of Uva	35	Badulla	Keppetipola	90350	6.8975	80.8705
LK	Province of Uva	35	Badulla	Kalubululanda	90352	6.8621	80.8791
LK	Province of Uva	35	Badulla	Bogahakumbura	90354	6.8631	80.8639
LK	Province of Uva	35	Badulla	Kandepuhulpola	90356	6.838	80.8638
LK	Province of Uva	35	Badulla	Hewanakumbura	90358	6.8902	80.8473
LK	Province of Uva	35	Badulla	Boragas	90362	6.9097	80.8356
LK	Province of Uva	35	Badulla	Silmiyapura	90364	6.9097	80.8356
LK	Province of Uva	35	Badulla	Passara	90500	6.9346	81.1574
LK	Province of Uva	35	Badulla	Bibilegama	90502	6.8945	81.1361
LK	Province of Uva	35	Badulla	Miriyabedda	90504	6.9	81.1667
LK	Province of Uva	35	Badulla	Kotamuduna	90506	6.8929	81.1841
LK	Province of Uva	35	Badulla	Hingurukaduwa	90508	6.8288	81.1573
LK	Province of Uva	35	Badulla	Gamewela	90512	6.9186	81.2056
LK	Province of Uva	35	Badulla	Medawelagama	90518	6.976	81.1712
LK	Province of Uva	35	Badulla	Pelagahatenna	90522	6.9644	81.1584
LK	Province of Uva	35	Badulla	Hopton	90524	6.9644	81.1584
LK	Province of Uva	35	Badulla	Lunugala	90530	7.0369	81.2017
LK	Province of Uva	35	Badulla	Arawakumbura	90532	7.0849	81.1982
LK	Province of Uva	35	Badulla	Pallekiruwa	90534	7.0098	81.2362
LK	Province of Uva	35	Badulla	Madulsima	90535	7.0334	81.1687
LK	Province of Uva	35	Badulla	Metigahatenna	90540	6.9667	81.0833
LK	Province of Uva	35	Badulla	Atakiriya	90542	7.0698	81.1023
LK	Province of Uva	35	Badulla	Pitamaruwa	90544	7.1162	81.1262
LK	Province of Uva	35	Badulla	Kalugahakandura	90546	7.1264	81.0975
LK	Province of Uva	35	Badulla	Namunukula	90580	6.9041	81.1211
LK	Province of Uva	35	Badulla	Maussagolla	90582	6.9091	81.1323
LK	Province of Uva	35	Badulla	Miyanakandura	90584	6.8619	81.1486
LK	Province of Uva	35	Badulla	Mahiyanganaya	90700	7.2444	81.1167
LK	Province of Uva	35	Badulla	Uraniya	90702	7.2333	81.1
LK	Province of Uva	35	Badulla	Ridimaliyadda	90704	7.2333	81.1
LK	Province of Uva	35	Badulla	Yalwela	90706	7.2667	81.15
LK	Province of Uva	35	Badulla	Arawatta	90712	7.3333	81.05
LK	Province of Uva	35	Badulla	Dambana	90714	7.3583	81.1083
LK	Province of Uva	35	Badulla	Wewatta	90716	7.3833	81.1667
LK	Province of Uva	35	Badulla	Sorabora Colony	90718	7.3583	81.1083
LK	Province of Uva	35	Badulla	Aluttaramma	90722	7.2221	81.0612
LK	Province of Uva	35	Badulla	Hebarawa	90724	7.2221	81.0612
LK	Province of Uva	35	Badulla	Divulapelessa	90726	7.2221	81.0612
LK	Province of Uva	35	Badulla	Kuruwitenna	90728	7.2221	81.0612
LK	Province of Uva	35	Badulla	Mapakadawewa	90730	7.3	81.1167
LK	Province of Uva	35	Badulla	Uva Tissapura	90734	7.3	81.1167
LK	Province of Uva	35	Badulla	Aluketiyawa	90736	7.3	81.1167
LK	Province of Uva	35	Badulla	Keselpotha	90738	7.3	81.1167
LK	Province of Uva	35	Badulla	Girandurukotte	90750	7.4	81.05
LK	Province of Uva	35	Badulla	Galporuyaya	90752	7.4	81.05
LK	Province of Uva	35	Badulla	Malgoda	90754	7.4	81.05
LK	Province of Uva	35	Badulla	Pahalarathkinda	90756	7.4	81.05
LK	Province of Uva	35	Badulla	Idalgashinna	96167	6.7819	80.8931
LK	Province of Uva	35	Moneragala	Sewanagala	70250	6.3424	80.7847
LK	Province of Uva	35	Moneragala	Kiriibbanwewa	70252	6.3424	80.7847
LK	Province of Uva	35	Moneragala	Ekamutugama	70254	6.3424	80.7847
LK	Province of Uva	35	Moneragala	Mahagama Colony	70256	6.3424	80.7847
LK	Province of Uva	35	Moneragala	Monaragala	91000	6.8714	81.3487
LK	Province of Uva	35	Moneragala	Pangura	91002	6.9825	81.3244
LK	Province of Uva	35	Moneragala	Nakkala	91003	6.8875	81.2939
LK	Province of Uva	35	Moneragala	Hulandawa	91004	6.8515	81.3427
LK	Province of Uva	35	Moneragala	Wedikumbura	91005	6.8349	81.3879
LK	Province of Uva	35	Moneragala	Marawa	91006	6.8169	81.3743
LK	Province of Uva	35	Moneragala	Obbegoda	91007	6.9242	81.3493
LK	Province of Uva	35	Moneragala	Galabedda	91008	6.9196	81.3805
LK	Province of Uva	35	Moneragala	Dombagahawela	91010	6.9016	81.4425
LK	Province of Uva	35	Moneragala	Ethimalewewa	91020	6.7689	81.4863
LK	Province of Uva	35	Moneragala	Wilaoya	91022	6.8261	81.4907
LK	Province of Uva	35	Moneragala	Kotiyagala	91024	6.7117	81.4818
LK	Province of Uva	35	Moneragala	Siyambalanduwa	91030	6.9067	81.5461
LK	Province of Uva	35	Moneragala	Kandaudapanguwa	91032	6.975	81.5149
LK	Province of Uva	35	Moneragala	Buddama	91038	7.0434	81.4838
LK	Province of Uva	35	Moneragala	Inginiyagala	91040	7.2233	81.541
LK	Province of Uva	35	Moneragala	Nelliyadda	91042	7.2233	81.541
LK	Province of Uva	35	Moneragala	Dambagalla	91050	6.9557	81.367
LK	Province of Uva	35	Moneragala	Mariarawa	91052	6.9754	81.473
LK	Province of Uva	35	Moneragala	Uva Gangodagama	91054	7.0113	81.4147
LK	Province of Uva	35	Moneragala	Ruwalwela	91056	7.0262	81.386
LK	Province of Uva	35	Moneragala	Baduluwela	91058	7.0878	81.4329
LK	Province of Uva	35	Moneragala	Okkampitiya	91060	6.7456	81.3057
LK	Province of Uva	35	Moneragala	Badalkumbura	91070	6.8922	81.2396
LK	Province of Uva	35	Moneragala	Kumbukkana	91098	6.8235	81.3068
LK	Province of Uva	35	Moneragala	Buttala	91100	6.7608	81.2488
LK	Province of Uva	35	Moneragala	Moretuwegama	91108	6.7608	81.2488
LK	Province of Uva	35	Moneragala	Uva Pelwatta	91112	6.7608	81.2488
LK	Province of Uva	35	Moneragala	Warunagama	91198	6.7608	81.2488
LK	Province of Uva	35	Moneragala	Wellawaya	91200	6.7264	81.1046
LK	Province of Uva	35	Moneragala	Siyambalagune	91202	6.8043	81.1386
LK	Province of Uva	35	Moneragala	Randeniya	91204	6.7856	81.109
LK	Province of Uva	35	Moneragala	Weherayaya Handapanagala	91206	6.7721	81.1174
LK	Province of Uva	35	Moneragala	Ettiliwewa	91250	6.682	81.1048
LK	Province of Uva	35	Moneragala	Balaharuwa	91295	6.5716	81.049
LK	Province of Uva	35	Moneragala	Uva Kudaoya	91298	6.5219	81.1228
LK	Province of Uva	35	Moneragala	Tanamalwila	91300	6.4331	81.1285
LK	Province of Uva	35	Moneragala	Angunakolawewa	91302	6.4004	81.0877
LK	Province of Uva	35	Moneragala	Suriara	91306	6.4555	81.0577
LK	Province of Uva	35	Moneragala	Hambegamuwa	91308	6.5331	80.9568
LK	Province of Uva	35	Moneragala	Kotawehera Mankada	91312	6.4555	81.0577
LK	Province of Uva	35	Moneragala	Kataragama	91400	6.4134	81.3346
LK	Province of Uva	35	Moneragala	Sella Kataragama	91405	6.4134	81.3346
LK	Province of Uva	35	Moneragala	Bibile	91500	7.1577	81.2192
LK	Province of Uva	35	Moneragala	Ekiriyankumbura	91502	7.3	81.2167
LK	Province of Uva	35	Moneragala	Pitakumbura	91505	7.1841	81.2816
LK	Province of Uva	35	Moneragala	Nilgala	91508	7.1925	81.3759
LK	Province of Uva	35	Moneragala	Kotagama	91512	7.1236	81.1902
LK	Province of Uva	35	Moneragala	Diyakobala	91514	7.1056	81.2314
LK	Province of Uva	35	Moneragala	Ayiwela	91516	7.1084	81.2411
LK	Province of Uva	35	Moneragala	Nannapurawa	91519	7.0847	81.2629
LK	Province of Uva	35	Moneragala	Medagana	91550	6.9979	81.2821
LK	Province of Uva	35	Moneragala	Kandawinna	91552	6.9979	81.2821
LK	Province of Uva	35	Moneragala	Bakinigahawela	91554	6.9979	81.2821
LK	Western Province	36	Colombo	Fort	100	6.9392	79.8436
LK	Western Province	36	Colombo	Slave lsland	200	7.3267	80.5226
LK	Western Province	36	Colombo	Slave Island	200	6.9167	79.85
LK	Western Province	36	Colombo	Colpetty	300	6.8833	79.85
LK	Western Province	36	Colombo	Bambalapitiya	400	6.8914	79.8522
LK	Western Province	36	Colombo	Havelock Town	500	6.8841	79.8608
LK	Western Province	36	Colombo	Wellawatta	600	6.8753	79.8611
LK	Western Province	36	Colombo	Kirulapone	600	6.8753	79.8611
LK	Western Province	36	Colombo	Borella	800	6.9177	79.8742
LK	Western Province	36	Colombo	Kotahena	1300	6.9459	79.8617
LK	Western Province	36	Colombo	Mutwal	1500	6.95	79.8667
LK	Western Province	36	Colombo	Sri Jayawardenepu	10100	6.8868	79.9551
LK	Western Province	36	Colombo	Malabe	10115	6.9083	79.9649
LK	Western Province	36	Colombo	Talawatugoda	10116	6.8738	79.9378
LK	Western Province	36	Colombo	Hokandara	10118	6.891	79.9513
LK	Western Province	36	Colombo	Battaramulla	10120	6.8964	79.9181
LK	Western Province	36	Colombo	Athurugiriya	10150	6.8687	79.9998
LK	Western Province	36	Colombo	Homagama	10200	6.844	80.0024
LK	Western Province	36	Colombo	Mullegama	10202	6.8796	80.0131
LK	Western Province	36	Colombo	Habarakada	10204	6.8708	80.0092
LK	Western Province	36	Colombo	Pitipana Homagama	10206	6.848	80.0098
LK	Western Province	36	Colombo	Kiriwattuduwa	10208	6.7977	80.0146
LK	Western Province	36	Colombo	Pannipitiya	10230	6.8462	79.9448
LK	Western Province	36	Colombo	Hiripitya	10232	6.8462	79.9448
LK	Western Province	36	Colombo	Nugegoda	10250	6.8735	79.8899
LK	Western Province	36	Colombo	Maharagama	10280	6.848	79.9265
LK	Western Province	36	Colombo	Boralesgamuwa	10290	6.8382	79.9104
LK	Western Province	36	Colombo	Piliyandala	10300	6.7999	79.9249
LK	Western Province	36	Colombo	Deltara	10302	6.7841	79.9117
LK	Western Province	36	Colombo	Siddamulla	10304	6.8232	79.9586
LK	Western Province	36	Colombo	Madapatha	10306	6.768	79.929
LK	Western Province	36	Colombo	Polgasowita	10320	6.7865	79.9657
LK	Western Province	36	Colombo	Dehiwala	10350	6.8523	79.8656
LK	Western Province	36	Colombo	Mount Lavinia	10370	6.8339	79.8644
LK	Western Province	36	Colombo	Moratuwa	10400	6.773	79.8816
LK	Western Province	36	Colombo	Padukka	10500	6.8408	80.0897
LK	Western Province	36	Colombo	Horagala	10502	6.8107	80.0466
LK	Western Province	36	Colombo	Meegoda	10504	6.8479	80.0484
LK	Western Province	36	Colombo	Kahawala	10508	6.7772	80.1057
LK	Western Province	36	Colombo	Watareka	10511	6.8509	80.064
LK	Western Province	36	Colombo	Batawala	10513	6.878	80.0472
LK	Western Province	36	Colombo	Bope	10522	6.832	80.1314
LK	Western Province	36	Colombo	Handapangoda	10524	6.7939	80.1441
LK	Western Province	36	Colombo	Batugampola	10526	6.7758	80.1344
LK	Western Province	36	Colombo	Kolonnawa	10600	6.9329	79.8848
LK	Western Province	36	Colombo	Mulleriyawa New Town	10620	6.9287	80.0478
LK	Western Province	36	Colombo	Kaduwela	10640	6.9339	79.982
LK	Western Province	36	Colombo	Hanwella	10650	6.9086	80.0796
LK	Western Province	36	Colombo	Ranala	10654	6.9144	80.032
LK	Western Province	36	Colombo	Dedigamuwa	10656	6.8905	80.027
LK	Western Province	36	Colombo	Waga	10680	6.9019	80.1236
LK	Western Province	36	Colombo	Tummodara	10682	6.9019	80.1236
LK	Western Province	36	Colombo	Avissawella	10700	6.953	80.2075
LK	Western Province	36	Colombo	Napawela	10704	6.953	80.2075
LK	Western Province	36	Colombo	Puwakpitiya	10712	7.0331	80.0722
LK	Western Province	36	Colombo	Hewainna	10714	7.0999	80.0944
LK	Western Province	36	Colombo	Kalatuwawa	10718	7.1667	80.1167
LK	Western Province	36	Colombo	Kosgama	10730	6.9404	80.1276
LK	Western Province	36	Colombo	Akarawita	10732	6.9459	80.1114
LK	Western Province	36	Gampaha	Pugoda	10660	6.9911	80.1197
LK	Western Province	36	Gampaha	Kapugoda	10662	6.9504	80.0916
LK	Western Province	36	Gampaha	Tittapattara	10664	6.9345	80.0902
LK	Western Province	36	Gampaha	Gampaha	11000	7.0897	79.9925
LK	Western Province	36	Gampaha	Ragama	11010	7.0292	79.917
LK	Western Province	36	Gampaha	Batuwatta	11011	7.0527	79.9266
LK	Western Province	36	Gampaha	Walpola (WP)	11012	7.041	79.9218
LK	Western Province	36	Gampaha	Ganemulla	11020	7.0652	79.963
LK	Western Province	36	Gampaha	Bollete (WP)	11024	7.0652	79.963
LK	Western Province	36	Gampaha	Udugampola	11030	7.1167	79.9833
LK	Western Province	36	Gampaha	Madelgamuwa	11033	7.1116	79.953
LK	Western Province	36	Gampaha	Uggalboda	11034	7.1273	79.9563
LK	Western Province	36	Gampaha	Bemmulla	11040	7.1229	80.0239
LK	Western Province	36	Gampaha	Pethiyagoda	11043	7.1229	80.0239
LK	Western Province	36	Gampaha	Ambagaspitiya	11052	7.0821	80.0616
LK	Western Province	36	Gampaha	Udathuthiripitiya	11054	7.0716	80.0333
LK	Western Province	36	Gampaha	Mudungoda	11056	7.061	80.0049
LK	Western Province	36	Gampaha	Mandawala	11061	7.0188	80.083
LK	Western Province	36	Gampaha	Lunugama	11062	6.9714	80.0933
LK	Western Province	36	Gampaha	Naranwala	11063	7.0006	80.0245
LK	Western Province	36	Gampaha	Nedungamuwa	11066	7.0393	80.0197
LK	Western Province	36	Gampaha	Wanaluwewa	11068	7.0075	80.0551
LK	Western Province	36	Gampaha	Veyangoda	11100	7.1535	80.0597
LK	Western Province	36	Gampaha	Dewalapola	11102	7.1659	79.9905
LK	Western Province	36	Gampaha	Watinapaha	11104	7.1891	80.0004
LK	Western Province	36	Gampaha	Wattala	11104	6.9779	79.8898
LK	Western Province	36	Gampaha	Kumbaloluwa	11105	7.1763	80.0827
LK	Western Province	36	Gampaha	Essella	11108	7.1773	80.0123
LK	Western Province	36	Gampaha	Muddaragama	11112	7.2077	80.0545
LK	Western Province	36	Gampaha	Mabodale	11114	7.1981	80.0166
LK	Western Province	36	Gampaha	Ellakkala	11116	7.144	80.1241
LK	Western Province	36	Gampaha	Attanagalla	11120	7.1152	80.1341
LK	Western Province	36	Gampaha	Alawala	11122	7.1202	80.1815
LK	Western Province	36	Gampaha	Urapola	11126	7.0987	80.143
LK	Western Province	36	Gampaha	Nikahetikanda	11128	7.0951	80.1689
LK	Western Province	36	Gampaha	Rukmale	11129	7.4074	80.0869
LK	Western Province	36	Gampaha	Bopagama	11134	7.0742	80.1501
LK	Western Province	36	Gampaha	Ruggahawila	11142	7.0725	80.115
LK	Western Province	36	Gampaha	Kahatowita	11144	7.0725	80.115
LK	Western Province	36	Gampaha	Walgammulla	11146	7.0725	80.115
